Week,"Anchorage, AK","Birmingham, AL","Little Rock, AR","Phoenix, AZ","Tucson, AZ","Fresno, CA","Los Angeles, CA","Oakland, CA","Sacramento, CA","San Diego, CA","San Francisco, CA","San Jose, CA","Colorado Springs, CO","Denver, CO","Washington, DC","Gainesville, FL","Jacksonville, FL","Miami, FL","Orlando, FL","Tampa, FL","Atlanta, GA","Honolulu, HI","Des Moines, IA","Boise, ID","Chicago, IL","Indianapolis, IN","Wichita, KS","Lexington, KY","Baton Rouge, LA","New Orleans, LA","Boston, MA","Baltimore, MD","Grand Rapids, MI","St Paul, MN","Kansas City, MO","St Louis, MO","Jackson, MS","Charlotte, NC","Durham, NC","Greensboro, NC","Lincoln, NE","Omaha, NE","Newark, NJ","Albuquerque, NM","Las Vegas, NV","Reno, NV","Albany, NY","Buffalo, NY","New York, NY","Rochester, NY","Cleveland, OH","Columbus, OH","Dayton, OH","Oklahoma City, OK","Tulsa, OK","Eugene, OR","Portland, OR","Philadelphia, PA","Pittsburgh, PA","State College, PA","Providence, RI","Columbia, SC","Greenville, SC","Knoxville, TN","Memphis, TN","Nashville, TN","Austin, TX","Dallas, TX","Houston, TX","Lubbock, TX","San Antonio, TX","Salt Lake City, UT","Norfolk, VA","Reston, VA","Richmond, VA","Seattle, WA","Spokane, WA","Madison, WI","Milwaukee, WI"
1/16/2005,45391.8924,32664.9038,42574.7166,29711.324,32512.3534,17826.7944,28770.0874,28577.304,30062.8702,23689.6778,35619.5682,38522.6594,26060.4237,27379.6968,30838.6872,27793.3021,17087.6242,18435.0885,22936.5077,21130.0171,24787.4202,24993.8008,8283.66993,36993.9165,78738.4392,52393.126,7625.16681,28385.5941,43510.5879,56449.38,35830.7343,40716.8784,53318.6828,99927.0788,8298.63591,5702.03838,27452.7342,25409.3268,31347.0541,23380.7267,6091.15386,10812.92055,37097.8454,37731.954,31559.7766,23281.4306,54528.5466,36108.3888,29588.8186,49974.3354,50376.7344,56194.52,48261.176,49809.1503,55023.2904,43678.9908,64471.713,42132.8268,35309.5164,26479.35,54564.57,20004.6623,19560.4433,26934.4787,20137.928,21292.8974,59970.0387,68155.1988,68541.4314,53255.5335,41594.28,18508.0632,26613.1404,31641.4296,37071.09,85645.08,34495.935,97117.3528,69251.482
1/23/2005,50664.3544,31940.6304,71774.5336,29583.5124,34337.5656,28401.1572,33660.1746,29263.2912,34473.0438,26356.668,44978.7624,45397.5132,45040.1634,66641.3466,45303.0586,40523.3168,16730.8064,19297.4642,22814.736,23425.845,29740.638,23277.618,13265.9601,45308.7144,101292.1364,68347.6066,10372.3425,27119.6594,67293.7874,81107.7008,31237.3936,65888.1046,64565.2266,131778.1192,14095.7475,10489.3638,23466.5856,23262.8826,34480.1278,22122.1458,8521.2783,17404.2588,44446.4442,58435.538,35643.0828,24090.4872,59063.9058,50207.0202,39135.9132,66948.6942,67553.3068,61652.794,56660.0524,67582.8678,70783.4008,53020.836,78701.1298,57031.7476,49707.301,43116.8948,66257.786,18822.1572,20288.8188,33067.787,17165.3728,23072.7598,120587.824,121413.768,112245.7896,76337.8742,72930.8552,28556.538,36398.8294,45893.4824,48127.5184,74416.6178,39819.1834,184996.2058,94256.9096
1/30/2005,44168.3548,54249.2444,121742.4516,48875.5248,65174.166,59462.502,52628.904,57871.3956,60441.6444,36799.4352,91753.8024,75679.548,42950.2964,54022.3948,65870.56,72488.2145,25965.6241,28100.6206,42354.2639,47783.255,59291.9028,33576.4248,24157.092,42020.9896,112322.0157,93507.037,15634.2528,55875.9084,102145.3752,136979.0532,28056.733,86737.184,83929.1907,169637.6651,20112.8148,18864.246,41805.2648,48474.5872,53700.2453,36152.6074,14928.54,25677.0888,48580.35,97960.3218,48651.138,36921.828,73268.4212,67586.8336,48413.7888,89091.7352,79802.7668,62426.3579,67272.0667,114875.9568,93825.3888,65536.7438,74105.152,62234.432,72028.224,60187.968,54781.2758,35461.2752,38368.9371,118177.1396,26534.9565,47295.2558,161913.9522,182814.159,153167.9424,120238.8396,141164.1066,29674.2732,45552.096,56551.84,85037.888,72147.2602,35557.8414,172514.8047,107022.0217
2/6/2005,62183.8925,119516.5656,366739.9884,76457.736,117716.688,93393,95468.4,111075.408,97350.096,62234.328,105624.024,126544.056,46295.9412,58839.44,123401.9388,112122.8916,47667.4512,42216.4288,56771.8184,68775.6656,111803.9488,55814.424,42426.8074,66827.5695,105799.654,97789.024,22031.3118,122300.0664,191055.9435,260010.9294,37743.1665,162089.0418,116035.459,116094.797,27948.0938,36718.853,131549.4076,76923.2044,130911.522,61410.9864,27164.9903,45733.2444,59412.2975,143628.9009,72445.296,49422.192,84733.3,97740.2575,53849.2,100690.085,76427.344,66221.208,66577.236,227882.9328,185846.9826,79655.1525,74045.9585,129382.143,116968.2594,119093.9244,51558.9675,75734.4176,63788.56,279567.8616,53553.3956,149729.1472,236042.424,350603.1375,246642.4773,248536.6449,263362.149,33565.226,116571.4686,100558.1256,174134.4768,83057.4505,42988.495,131789.698,83874.263
2/13/2005,81448.4079,141625.4964,336826.9056,82043.13,129584.078,87486.75,88627.318,113175.452,97077.89,87720.048,117141.518,108561.336,41839.0896,40186.355,139419.5364,104046.2685,73069.1733,44543.5029,55129.2009,77219.8812,106971.264,86527.636,50840.3295,83662.4319,97777.8409,113364.7618,26597.8221,166919.7432,260225.728,234373.6832,32144.9175,157820.6812,108110.4137,99010.7047,31978.663,45133.9573,196336.8408,84964.155,153631.9065,71174.8905,41993.5377,57082.8709,83694.457,152724.8768,84713.096,54850.952,111766.7362,92847.4736,64161.965,118262.4254,110429.3718,93550.8793,88795.5475,241604.0704,241911.0208,99492.7035,144299.0142,157232.7852,118901.966,148061.6076,47912.6385,118754.8173,79977.7341,188898.9951,78724.1646,139480.4997,265648.5184,305313.3312,218241.7344,287373.7856,261419.424,32398.1262,147032.7896,108290.4432,217639.0992,127444.7565,68994.5229,109695.5243,104793.423
2/20/2005,96849.315,124979.3232,294317.2656,74792.7181,119766.4547,82124.8313,72908.0552,123148.521,93045.5492,68622.3834,105050.5937,92271.0302,32413.916,30459.308,110717.9664,94100.8472,64897.136,42627.9978,60160.6918,66545.7326,94493.3702,96014.5387,46015.1004,116186.841,63264.772,85554.0824,29131.6056,135420.435,266711.6988,223260.4656,19242.3465,138366.4966,73215.357,54047.388,34105.7292,39062.0244,183831.605,77667.2176,137121.368,81069.0836,41950.2252,49776.8928,64169.82,152985.2904,78897.6688,63717.0964,79092.585,67374.45,56119.635,71216.145,80442.624,57399.164,73634.329,248592.2148,280567.7748,140989.32,142541.496,136942.2722,110470.2752,146787.9974,36351.8064,109304.5714,102893.3624,116500.8264,93080.2874,126941.9382,188584.7472,202440.8232,174444.444,297408.2364,261062.6832,29726.33,152453.9336,116012.3658,193787.4026,160941.249,84302.559,75079.7824,69360.8146
2/27/2005,102539.9564,115174.5303,232223.1254,52661.0392,56629.5972,52471.2386,37597.7734,81752.2948,54231.2078,34716.2552,43654.138,56526.0696,28495.866,26109.2475,89042.566,81066.656,62987.8705,27751.5115,53706.6596,46014.5394,61398.7798,59235.0418,42515.3902,132581.5057,59159.0811,69478.7886,31395.4102,98016.9568,247073.4162,188149.0972,11147.7366,118418.409,61527.1824,46970.9634,35472.7362,35046.4703,160244.8274,66741.8094,99905.4414,81481.2014,40180.1944,45221.252,60894.0888,147140.496,42946.6994,42239.2608,62640.0168,57479.8296,37634.448,58430.3904,74975.3907,76192.0299,71564.4558,252284.6421,221596.3118,137372.7656,134050.3591,118071.326,95006.083,140505.509,26063.3562,83116.3527,103383.0167,75654.5355,79615.7471,86179.3826,179259.3589,171527.6708,143734.466,259437.3051,160900.8572,22574.181,125139.198,110624.818,190422.355,134260.1953,113241.6026,63286.9641,66176.4822
3/6/2005,87117.8875,93060,141643.0898,28709.031,31455.781,29763.783,27082.955,46046.517,37564.553,19578.834,31060.249,30115.367,20855.3065,17482.766,100052.8527,69696,55330,22682,46156,38126,57948,35520.971,35303.196,135111.605,40205.9418,55053.3474,24205.6792,75636,133352.2414,97138.0019,7184.2244,118967.6229,43067.8833,34291.2627,27681.4464,26808.608,131846,71544,90838,85734,28616.6304,33931.5928,44467.0172,101819.0708,28214.616,26280.904,40372.0416,42716.8824,31179.586,38689.8732,62407.6698,62390.3247,55591.0455,148420.1597,131139.7959,125821.3675,101947.21,109789.4226,139801.7886,146746.5105,19843.2436,68354,94864,61776,74734,67584,78623.3264,81976.928,81557.7278,150609.3163,88823.8646,18511.164,130728.2826,119525.9925,178503.7815,94444.905,105032.27,43293.3696,41038.5066
3/13/2005,40847.5991,62421.4538,74675.1468,25201.3888,27827.0112,27872.8736,18367.8912,39441.664,28274.1696,17840.4736,28652.5344,27689.424,13550.784,9084.608,75383.5635,44461.1222,36529.488,15389.738,27802.9992,28428.7358,42178.0292,33158.5152,27082.6777,59103.7137,24204.451,38335.3002,19024.46,51919.226,69041.161,51557.3562,8094.2137,92777.5255,29298.1292,21701.8498,21579.1732,19690.3161,81295.0226,46710.3916,58683.946,61119.2452,21959.6624,25832.4989,37705.2625,56439.1978,28492.016,26233.2928,35831.9063,39197.5971,25814.2134,34799.9728,46727.8618,39409.6492,37817.0848,73270.1982,66500.9004,63237.8639,38817.1094,69955.2465,101883.0895,107865.912,18503.0639,47995.6884,61068.5098,40791.2616,52764.816,51733.1962,40246.8104,40956.3804,40502.2556,85375.4624,42375.5204,10800.0256,109967.196,99781.8055,126777.468,40500.0378,49573.217,26087.7216,27111.513
3/20/2005,47839.7502,65188.2784,55745.9194,12545.625,16372.877,14312.049,11281.026,16653.899,14051.1,9795.624,11321.172,14198.302,11580.60732,6873.27816,66064.1457,45751.4064,42632.9632,20654.3464,34409.6712,38980.54,36887.3384,18540.761,18091.588,65354.85,26030.9764,39928.317,13049.836,58161.1016,49348.3134,37626.598,11066.715,88740.4785,33020.4732,24675.5366,14325.46,12837.232,83642.6272,50001.8872,63629.0568,67601.868,14811.412,18334.564,29484,41822.9938,15650.249,15001.222,25804.8,27669.6,22692.6,27190.8,49171.4366,40679.5246,54838.1548,42885.647,44382.0362,75122.4294,36075.8772,79753.6932,87806.3682,103331.9256,18709.13,54166.9312,70997.9808,47908.6856,61898.9616,59720.3232,25200.0616,29635.0122,26436.2092,57947.1296,27650.67,10386.92876,111255.7578,106069.8351,117794.5299,46413.8262,57345.9102,31060.8012,29738.0226
3/27/2005,28953.972,38780.016,34184.79275,10446.57264,19707.61968,13877.6232,10969.59864,13807.8864,16667.0952,10530.2568,12196.96632,13926.43896,10174.30979,6045.87029,58330.7514,30783.6408,31392.5832,15976.7256,25880.052,24854.4648,19774.6032,16820.51616,19690.7291,46677.8196,21049.7495,31503.882,14337.4283,38603.7432,31289.3385,23831.81575,10171.5301,65869.3728,32525.7145,24115.247,15812.0644,12243.1972,51792.1536,30687.492,43138.7616,44597.0184,17807.1603,20136.8375,26130.5044,27118.96275,13752.09696,15788.41152,26143.5566,23820.265,17868.4618,26913.6364,35009.5535,32462.8325,41785.089,26243.41425,28916.14125,45907.9452,28200.834,59132.7324,63276.3009,80492.1597,16680.1419,38587.7184,48186.5736,31777.1784,39228.7104,37818.528,19308.1485,18970.2175,16835.108,35705.48225,16428.05475,8743.11743,81213.9426,87389.1963,77150.5722,32317.9884,36083.6784,29806.068,24822.6695
4/3/2005,16540.524,25970.7209,21297.51399,10978.19684,16619.57794,13068.62272,10535.19268,10936.6652,17913.98072,9489.97974,12196.45828,12639.46244,8138.51085,4541.21473,38021.802,22000.9298,21960.8309,14141.5454,19955.8859,17443.0215,12804.9154,14882.171,8706.67102,25340.5152,10269.76266,13428.41752,6646.66999,27748.4388,18745.66416,14626.32586,5801.58915,49827.141,15131.7759,11361.23502,6953.33681,5286.66931,37024.651,20396.9738,29272.197,33322.1859,8493.33758,9466.6714,16895.0856,17017.68199,11469.65458,15297.4874,18124.9188,16320.4914,12348.735,17469.6798,14503.35242,13783.97291,18067.17505,15225.50234,17274.47191,26118.8928,16821.6048,42553.602,46088.406,63717.108,9584.81031,26812.7978,34364.7573,23203.8968,29833.5816,27106.8564,12422.21238,13278.17878,10234.14827,21511.50559,10571.18504,5945.944,59661.147,71398.509,55197.324,18140.5224,23416.1928,12957.09991,10807.23011
4/10/2005,15906.7723,13355.66661,18665.93328,18078.8115,25270.8675,19098.417,15063.849,17925.3225,27244.2975,14691.09,17212.695,16664.52,6475.0584,3678.38424,18441.2262,11895.28857,12200.94909,8083.02264,9993.40089,9619.81581,6758.49372,23122.0215,6009.24314,24948.6378,6867.39456,10293.75488,4810.56283,15410.38455,16123.90042,12704.94452,6627.0204,23793.4584,11533.70112,8921.74336,4773.59912,3421.78344,20250.00945,10129.25001,16216.9887,18772.65027,5887.79095,6516.17402,14993.108,14803.29608,17256.549,22551.9195,15224.235,14721.785,7717.632,13767.13,10755.98336,9860.87424,14204.35456,12590.10936,15074.72464,23819.8444,13545.5208,20436.9738,23313.9606,33487.0896,8972.964,14943.4032,19698.1224,12888.68526,15546.23367,14510.38413,10570.0545,11201.64788,8680.49414,18102.19704,10084.61496,4904.51232,29586.3102,38333.9052,25478.1804,18613.5728,22875.3438,9618.75456,8540.22144
4/17/2005,20341.68,6256.87686,6026.95555,11724.70908,14727.06284,10249.41456,7434.70791,9815.88503,14733.53343,7072.35487,8172.35517,9557.06143,3398.68557,1803.94809,7277.52424,5749.08516,5320.7739,3722.33394,4256.61912,3832.72344,3316.10058,14377.65098,4336.0974,30823.08,3166.78703,5202.88813,3326.83335,7029.60336,4968.87006,3993.41943,2638.1664,9827.27136,5475.81232,4973.28524,3326.83335,2379.86955,9246.22452,4384.67094,7356.35628,8341.03062,4165.81005,4498.07805,8230.53013,4507.19269,9227.06134,12455.88575,8485.98186,7763.24038,4766.35545,8174.45536,5493.14084,4860.64986,7061.3719,4050.90455,4602.40242,27903.816,16335.456,7887.37264,8712.12,14299.49296,3306.8683,6928.04502,9179.99082,6146.48736,6945.70734,6398.17542,2904.79497,3335.93337,2849.10626,5586.8351,3459.88566,2538.15891,11163.12976,16309.08864,10001.51376,18291.984,28059.096,4618.05058,4449.09751
4/24/2005,6721.875,3245.49067,2550.41976,15818.1834,18118.18363,13645.45591,9690.91006,12663.63763,18681.82005,10190.91011,10390.91013,12345.45578,2375.71974,1167.62868,3289.75031,3242.81508,2865.55689,1931.77598,2033.4484,2100.33815,1945.15393,18745.45642,392.083647,9759.375,1178.57124,1836.7344,307.083579,3761.87954,2124.369408,1642.85688,3778.72416,4368.63189,1954.08132,1790.81604,292.500234,212.50017,4931.11237,2258.19796,3834.12047,4532.44946,383.750307,395.416983,7881.71088,1969.747584,11736.36481,18109.09272,6966.53592,6866.92504,3940.85544,6287.9368,1986.39424,1568.02696,2467.68668,1674.789648,1956.302208,9433.125,5006.25,3524.53283,4122.66925,6378.25846,3880.85184,3585.2906,4679.60691,3250.84185,3780.60867,3151.84502,1118.487216,1290.756096,1272.268704,2361.34416,1429.411536,1751.44302,4678.88022,7026.70542,4404.96728,5079.375,9073.125,1488.095,1576.53036
5/1/2005,3850.84688,815.441046,0,10042.66308,11523.55144,8947.55236,5183.10926,6943.99752,11871.99576,6234.66444,6850.66422,7329.77516,2399.33991,1161.71616,2943.2403,844.117512,710.294004,460.294044,507.35286,516.176388,566.17638,11355.5515,0,5267.79582,1730.29146,2132.78132,0,948.52926,0,0,1496.1856,3975.6717,2190.87264,2049.79372,0,0,1200.735102,552.205794,986.029254,1138.970406,0,0,2381.8513,0,7622.2195,11784.88468,2158.2231,2063.2866,1364.9759,1835.439,2219.9183,1599.58599,2686.72355,0,0,5003.38908,2976.27074,3135.132,3567.564,5699.9943,1725.1936,908.08809,1186.764516,806.617518,926.47044,739.705764,0,0,0,0,0,1706.27061,4264.8606,6391.8855,4081.077,2799.99958,5294.91446,1736.51553,1659.752
5/8/2005,1916.36172,1408.88748,0,10596.63405,12126.04515,10305.31765,5454.89959,7326.60746,14594.95164,8295.23449,7297.47582,8105.87883,418.064328,202.580554,2335.61034,1619.25764,1294.81352,903.7028,915.55464,1005.92492,921.48056,11936.68949,342.342,2478.17934,268.663307,411.059468,287.83755,1779.25748,0,0,2251.39577,2751.2202,431.335944,453.455736,277.4772,209.9097,2173.33116,962.962,1853.33148,2149.62748,345.49515,349.09875,602.424634,0,7741.73333,12482.90774,562.424608,535.757924,389.091162,436.36392,443.317498,335.022683,533.639982,0,0,2487.27024,1452.72582,2066.34198,2316.09814,4042.92784,3039.10496,1678.51684,2143.70156,1533.3318,1694.81312,1278.51724,0,0,0,0,0,298.709543,2673.1714,4316.09864,2702.4397,1259.99874,2605.45194,368.6632,341.474289
5/15/2005,1829.90764,0,1315.029625,9386.2941,10403.73972,10339.25373,7344.23775,6247.97592,13269.78372,7057.63335,8512.15068,7444.54929,1036.76736,516.54544,511.790132,0,0,0,0,0,0,10482.55593,337.681308,2293.45932,878.77089,1119.33619,277.294808,0,1090.17401,843.9311,0,620.08702,1198.58123,1219.80758,265.7006,214.009756,0,0,0,0,331.884204,339.130584,458.247496,1063.5844,7143.61467,11227.72737,452.061928,435.051616,306.70108,327.835104,1224.05285,987.73282,1468.86342,932.94849,1098.844535,2353.27244,1383.1784,454.584921,497.81634,894.759369,0,0,0,0,0,0,611.56103,702.89056,635.8385,1260.1163,773.988865,762.8696,555.021551,923.143634,576.41892,1312.15032,2426.16968,1003.29881,1018.8648
5/22/2005,2140.22935,349.315065,0,14264.4712,14641.0178,14917.8903,12359.5884,9690.5375,18539.3826,9889.8857,17376.5181,11994.1167,0,0,0,432.420087,351.59817,248.858445,235.616436,265.753422,216.438354,14264.4712,0,2625.2867,370.689885,437.356593,0,455.707758,0,0,159.042585,0,440.804871,448.850853,0,0,593.150679,243.378993,471.232872,566.21004,0,0,0,0,10177.8331,16645.5747,0,0,0,0,454.597983,351.149643,516.666987,0,0,2705.74645,1377.01115,0,0,0,245.212815,436.529676,528.310497,397.716891,440.639265,326.484015,0,0,0,0,0,0,0,0,0,1673.5628,2767.8154,391.954266,383.333571
5/29/2005,4887.09306,0,1383.784448,10012.07934,9323.02247,10169.81525,6849.05925,7372.07832,12411.32555,6433.96475,10111.70202,7861.88983,239.5,116,0,0,0,0,0,0,0,11107.92882,0,5672.0387,0,0,0,0,1131.7573,949.32478,0,0,0,0,0,0,0,0,0,0,0,0,948.68459,1060.81132,6243.02128,11630.94789,915.78984,992.10566,802.6319,751.31609,0,0,0,1013.514,1094.59512,5854.83426,2817.20216,0,0,0,0,0,0,0,0,0,783.108484,899.324756,770.27064,1336.487128,758.108472,180,0,0,0,3478.49198,5913.974,0,0
6/5/2005,772.476902,0,0,7026.49372,6754.9704,7847.6862,4986.75756,6516.55968,9423.84596,5119.20796,6172.18864,5933.77792,0,0,0,0,0,0,0,0,0,9278.15052,0,877.981467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194.78231,0,4635.764,8549.67332,1147.8258,1267.82577,1019.13018,871.30413,0,0,0,0,0,988.073187,437.614587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627.522804,899.08238,0,0
6/12/2005,0,0,1197.297872,4409.3973,4541.0211,5152.1316,3492.73155,4512.816,7197.00135,3436.32135,4564.52535,4324.782,0,0,0,0,0,0,0,0,0,6374.3526,0,0,0,0,0,0,1060.81132,864.86528,0,0,0,0,0,0,0,0,0,0,0,0,0,940.540992,3116.66355,5678.6268,0,0,0,0,0,0,0,879.730152,955.405864,0,0,0,0,0,0,0,0,0,0,0,765.540908,741.892248,677.703028,1211.487068,687.162492,0,0,0,0,0,0,0,0
6/19/2005,712.621516,0,0,3512.8035,3591.69625,4463.66875,3496.1945,3408.99725,6361.247,3400.69275,3533.56475,3791.00425,228.323825,116.76307,0,0,0,0,0,0,0,5916.95625,359.721992,810.67979,0,0,277.7776,0,0,0,0,0,0,0,292.360924,236.805404,0,0,0,0,368.749764,357.63866,0,0,2732.1805,4737.71725,0,0,0,0,0,0,0,0,0,1025.242944,574.757408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.28334,0,0,0,696.116658,838.835136,0,0
6/26/2005,3471.4251,0,0,1446.15005,1440.7202,1770.1311,1415.3809,1304.97395,2942.9787,1457.00975,1395.47145,1614.4754,0,0,0,0,0,0,0,0,0,2678.726,0,3838.0914,388.42962,538.016346,0,0,0,0,317.56725,0,465.289098,503.305614,0,0,0,0,0,0,0,0,658.13914,0,1151.1282,1965.6057,622.09265,770.92977,546.5113,552.32525,456.198192,456.198192,525.619656,0,0,4919.0427,2699.9973,0,0,0,464.8644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3409.5204,3780.9486,438.842826,425.61969
7/3/2005,0,0,0,396.315948,374.210676,523.158104,404.210688,395.263316,871.579296,404.737004,476.31598,430.526488,240.689595,157.24134,0,0,0,0,0,0,0,689.47396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2429.20422,0,316.315916,544.210744,2230.08912,2840.70876,1818.58458,2123.8944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.75857,0,0,0,0,0,0,0
7/10/2005,0,0,3969.44762,1359.49068,1331.00973,1934.80587,1260.75672,1329.111,2908.85436,1505.69289,1758.22398,1572.14844,0,0,0,0,0,0,0,0,0,2261.38743,0,0,0,0,0,0,3530.55838,3766.66968,0,0,0,0,0,0,0,0,0,0,0,0,0,3327.78044,1029.11166,1885.43889,0,0,0,0,0,0,0,3097.2247,3397.22494,0,0,0,0,0,0,0,0,0,0,0,3019.44686,2680.5577,2472.2242,4350.00348,2716.66884,0,0,0,0,0,0,0,0
7/17/2005,0,0,3306.02608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3036.1464,3346.98996,0,0,0,0,0,0,0,0,0,0,0,0,0,2725.30284,0,0,0,0,0,0,0,0,0,2706.02572,2783.1342,0,0,0,0,0,0,0,0,0,0,0,2556.62804,2197.59168,2089.15788,3667.47208,2318.07368,0,0,0,0,0,0,0,0
7/24/2005,0,0,0,388.000194,439.333553,658.666996,483.333575,394.000197,752.000376,526.66693,591.333629,630.000315,0,0,0,0,0,0,0,0,0,729.333698,0,0,0,0,0,0,0,0,269.44466,0,0,0,0,0,0,0,0,0,0,0,524.49074,0,431.333549,615.333641,513.26623,633.67461,461.22532,420.40892,0,0,0,0,0,0,0,0,0,0,383.33364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/31/2005,0,0,0,672.72512,711.36136,1021.58764,804.54288,837.49732,1043.17848,809.08832,1022.724,996.58772,0,0,0,0,0,0,0,0,0,1357.9502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701.13412,995.45136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/7/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/14/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2517.95111,0,0,0,2194.87388,2953.84896,2594.87426,1846.1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/21/2005,0,0,5056.52629,0,0,0,0,0,0,0,0,0,282.22194,253.33308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4708.69989,5747.83126,402.5,0,0,0,0,0,0,0,0,0,0,0,0,4004.35143,0,0,0,0,0,0,0,0,0,4504.35188,4513.04754,0,0,0,0,0,655,0,0,0,0,0,6843.48442,5769.57041,4243.48208,5795.65739,4373.91698,274.44417,0,0,0,0,0,0,0
8/28/2005,1938.23762,0,0,0,0,0,0,0,0,0,0,0,0,0,5291.43254,0,0,0,0,0,0,0,0,1694.11968,0,0,0,0,0,0,0,5554.28988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2191.1791,1597.06074,6788.57652,6160.00462,7977.14884,0,0,0,0,0,0,0,0,0,0,0,0,4565.71771,7377.14839,6234.29039,1288.23684,1526.47242,0,0
9/4/2005,0,0,1398.75,800.0028,825.1395,940.9869,845.9046,1021.8615,740.9862,963.9378,1027.326,1088.5284,0,0,0,0,0,0,0,0,0,1109.2935,0,0,547.761446,585.074896,0,0,1321.25,1607.5,0,0,365.67181,359.701658,0,0,0,0,0,0,0,0,927.927,1212.5,697.2702,839.3472,742.3416,929.7288,1018.017,639.639,496.268885,450.746476,320.89567,1518.75,1333.75,0,0,0,0,0,0,0,0,0,0,0,1727.5,1703.75,1385,1697.5,1258.75,0,0,0,0,0,0,434.328558,304.477752
9/11/2005,0,0,0,477.01179,543.678498,499.425597,596.552094,509.195718,532.184238,580.46013,758.046447,563.21874,0,0,0,0,0,0,0,0,0,551.149767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.586503,431.609463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/18/2005,0,0,0,2139.81201,3094.78902,2360.19132,2864.93103,3445.50018,2097.15795,3111.37671,3471.56655,2357.82165,0,0,0,0,0,0,0,0,0,2113.74564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2059.24323,1815.16722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/25/2005,0,0,0,1061.01366,1824.8531,1205.64598,1348.01842,1830.5028,1822.59322,1737.84772,1588.69564,1246.32382,0,0,0,0,0,0,0,0,0,1093.78192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151.40886,918.64122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/2/2005,0,1426.4536,0,1480.41548,1832.99354,1448.45665,1843.30284,2263.92228,2656.70661,1878.35446,2006.18978,1252.57995,169.460966,345.508754,0,1911.1092,1305.8188,1792.5908,1870.8976,1360.8452,1767.194,1261.85832,0,0,0,0,0,1180.9512,0,0,0,0,0,0,0,0,1663.4904,1551.3212,1773.5432,1051.8508,0,0,0,0,1169.07462,810.31098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998.9408,1185.184,1665.6068,1037.036,1640.21,0,0,0,0,0,214.969918,0,0,0,0,0,0,0
10/9/2005,4689.3182,395.736537,0,2744.52928,3459.85872,2894.16452,4060.2245,5383.219,4806.57588,3364.96808,4790.1525,2443.43398,0,0,1212.499224,411.240417,286.82178,418.60476,459.690042,287.596974,379.84506,2930.66092,0,2979.61026,0,0,0,232.945797,0,0,0,1036.45767,0,0,0,0,301.162869,308.139615,388.759791,201.938037,0,0,453.878802,0,2113.14156,1461.68082,445.258122,294.396222,596.551056,415.94781,0,0,0,0,0,2615.53276,6413.58924,1173.957582,1057.811823,744.79119,0,194.961291,248.449677,358.139628,270.155109,422.868327,0,0,0,0,0,0,806.249484,889.061931,1262.499192,7447.56934,2047.57186,0,0
